Gene-ID,Gene-Name,ACE1,ACE2,ACE3,ACE4,ACE5
ENSMUSG00000035597,Prpf39,1989,1652,1486,1458,1254
ENSMUSG00000035601,Trmt10b,179,154,164,160,178
ENSMUSG00000035606,Ky,0,0,0,0,0
ENSMUSG00000035614,Fam179b,1595,2212,1694,1429,1634
ENSMUSG00000035615,Frmpd1,413,60,434,189,139
ENSMUSG00000035620,Ric8b,781,829,862,588,721
ENSMUSG00000035621,Midn,7508,5836,4283,3880,4400
ENSMUSG00000035623,Rsf1,4048,3095,4298,2691,3583
ENSMUSG00000035626,Olfr1509,0,0,0,0,0
ENSMUSG00000035629,Rubcn,885,928,1088,900,934
ENSMUSG00000035632,Cnot3,989,1262,1231,1059,1318
ENSMUSG00000035637,Grhpr,231,284,182,196,309
ENSMUSG00000035638,Muc20,145,1002,33,95,192
ENSMUSG00000035640,Cbarp,1342,1523,984,646,760
ENSMUSG00000035642,Aamdc,168,126,206,131,93
ENSMUSG00000035649,Zcchc7,1580,1675,1243,965,1055
ENSMUSG00000035651,4930480E11Rik,0,0,0,0,0
ENSMUSG00000035653,Lrfn5,34,0,39,8,4
ENSMUSG00000035666,Gtf3c4,885,877,1195,820,1240
ENSMUSG00000035671,Zswim4,1056,2691,806,1067,1588
ENSMUSG00000035673,Sbno2,8091,12347,3944,6259,8295
ENSMUSG00000035674,Ndufa3,294,337,387,457,473
ENSMUSG00000035678,Tnfsf9,220,89,203,131,86
ENSMUSG00000035681,Kcnc2,15,27,3,0,0
ENSMUSG00000035683,Melk,0,50,60,465,700
ENSMUSG00000035686,Thrsp,23,9,6,30,4
ENSMUSG00000035692,Isg15,49,54,173,211,89
ENSMUSG00000035694,Caps2,0,15,0,0,4
ENSMUSG00000035696,Rnf38,2877,3341,2984,2669,3644
ENSMUSG00000035697,Hmha1,67,25,48,109,18
ENSMUSG00000035699,Slc51a,8,15,0,0,4
ENSMUSG00000035704,Alg8,60,103,102,334,295
ENSMUSG00000035711,Dok3,27,27,12,0,32
ENSMUSG00000035713,Usp35,168,222,191,182,146
ENSMUSG00000035722,Abca7,171,321,116,240,185
ENSMUSG00000035725,Prkx,1376,1714,1002,1074,1257
ENSMUSG00000035726,Supt16,2320,2500,2663,3518,4325
ENSMUSG00000035735,Dagla,123,175,295,182,214
ENSMUSG00000035745,Grin3b,71,62,51,73,57
ENSMUSG00000035754,Wdr18,413,292,295,457,675
ENSMUSG00000035757,Selenoo,472,559,497,399,505
ENSMUSG00000035759,Bbs10,23,33,69,37,47
ENSMUSG00000035762,Tmem161b,313,386,244,298,345
ENSMUSG00000035764,Fbxo45,461,624,518,486,711
ENSMUSG00000035765,Dym,688,963,821,711,959
ENSMUSG00000035769,Xylb,71,126,66,95,174
ENSMUSG00000035770,Dync1li2,1610,1743,1888,1632,2085
ENSMUSG00000035772,Mrps2,171,138,253,218,384
ENSMUSG00000035773,Kiss1r,134,46,57,8,18
ENSMUSG00000035775,Krt20,0,7,27,22,4
ENSMUSG00000035776,Cd99l2,684,1324,681,1096,1602
ENSMUSG00000035778,Ggta1,710,347,746,762,569
ENSMUSG00000035780,Ugt2a3,0,0,0,0,0
ENSMUSG00000035781,R3hdm4,896,1396,1201,1277,1566
ENSMUSG00000035783,Acta2,28636,661,68567,24179,1126
ENSMUSG00000035785,Cmtm2b,4,0,0,0,0
ENSMUSG00000035790,Cep19,127,132,155,182,174
ENSMUSG00000035798,Zdhhc17,714,596,660,407,487
ENSMUSG00000035799,Twist1,19,5,27,30,25
ENSMUSG00000035804,Ins1,0,0,0,0,0
ENSMUSG00000035805,Mlc1,0,0,0,0,0
ENSMUSG00000035811,Ugt2b35,0,0,0,0,0
ENSMUSG00000035818,Plekhs1,413,474,506,610,814
ENSMUSG00000035824,Tk2,209,376,229,153,203
ENSMUSG00000035828,Pim3,1825,1827,1198,1313,1307
ENSMUSG00000035829,Ppp1r26,250,300,440,160,299
ENSMUSG00000035831,Krt25,4,0,6,0,0
ENSMUSG00000035834,Polr3g,71,74,54,117,118
ENSMUSG00000035835,Plppr3,3319,1459,2479,1705,2095
ENSMUSG00000035836,Ugt2b1,4,0,0,0,0
ENSMUSG00000035840,Lysmd3,1037,1624,871,914,1399
ENSMUSG00000035842,Ddx11,342,148,286,363,419
ENSMUSG00000035845,Alg12,86,111,134,175,143
ENSMUSG00000035847,Ids,1550,2221,1472,1270,1023
ENSMUSG00000035849,Krt222,15,7,0,0,4
ENSMUSG00000035851,Ythdc1,5806,6082,4027,4323,5341
ENSMUSG00000035852,Misp,90,163,51,73,86
ENSMUSG00000035860,Cdhr3,0,0,3,0,0
ENSMUSG00000035861,Tmprss11b,0,5,27,8,11
ENSMUSG00000035863,Palm,580,58,836,254,150
ENSMUSG00000035864,Syt1,30,13,42,37,18
ENSMUSG00000035868,Zfp983,67,58,69,66,68
ENSMUSG00000035873,Pawr,1937,1507,2794,1647,1559
ENSMUSG00000035875,AI182371,4,29,9,0,4
ENSMUSG00000035877,Zhx3,1398,598,1373,864,835
ENSMUSG00000035878,Hykk,298,58,265,102,72
ENSMUSG00000035885,Cox8a,569,1285,678,1393,1286
ENSMUSG00000035890,Rnf126,331,411,509,537,618
ENSMUSG00000035891,Cerk,101,310,102,167,164
ENSMUSG00000035896,Rnase1,23,23,3,0,61
ENSMUSG00000035898,Uba6,1283,1285,1430,1168,1563
ENSMUSG00000035900,Gramd4,272,868,292,501,728
ENSMUSG00000035901,Dennd5a,3018,1872,2729,1821,1573
ENSMUSG00000035910,Dcdc2a,30,171,27,66,281
ENSMUSG00000035914,Cd276,573,612,987,914,1218
ENSMUSG00000035916,Ptprq,0,0,0,0,0
ENSMUSG00000035919,Bbs9,1019,758,726,392,714
ENSMUSG00000035923,Myf6,0,0,0,0,0
ENSMUSG00000035929,H2-Q4,3264,5200,2470,3772,2369
ENSMUSG00000035930,Chst4,0,0,0,0,0
ENSMUSG00000035932,Olfr750,4,0,0,0,0
ENSMUSG00000035933,Cog5,1023,1164,1085,1023,1311
ENSMUSG00000035934,Pknox2,525,58,467,167,199
ENSMUSG00000035936,Aldh5a1,123,282,182,247,490
ENSMUSG00000035941,Ibtk,1037,2432,1228,1661,2067
ENSMUSG00000035944,Ttc38,197,319,188,160,242
ENSMUSG00000035946,Gsx2,0,0,0,0,0
ENSMUSG00000035948,Acss3,12,120,0,30,43
ENSMUSG00000035949,Fbxw2,1115,1072,1029,1168,1062
ENSMUSG00000035951,Ascl3,4,9,0,0,0
ENSMUSG00000035953,Tmem55b,391,606,654,849,1030
ENSMUSG00000035954,Dock4,387,263,408,291,274
ENSMUSG00000035958,Tdp2,472,479,616,566,657
ENSMUSG00000035960,Apex1,276,271,488,602,824
ENSMUSG00000035963,Odf3l2,0,0,0,0,0
ENSMUSG00000035964,Tmem59l,12,3,33,30,25
ENSMUSG00000035967,Ints6l,1320,1790,776,791,608
ENSMUSG00000035969,Rusc2,1175,513,880,457,210
ENSMUSG00000035983,Gm7008,1149,1915,595,718,562
ENSMUSG00000035984,Nme5,138,52,167,44,72
ENSMUSG00000035992,Fnip1,2662,3115,1923,2234,2877
ENSMUSG00000036002,Fam214b,328,349,363,276,345
ENSMUSG00000036006,Fam65b,1576,91,2143,842,263
ENSMUSG00000036009,Mettl25,220,167,179,138,199
ENSMUSG00000036013,Fam122c,0,0,0,0,0
ENSMUSG00000036019,Tmtc2,480,680,586,443,391
ENSMUSG00000036022,Fam122b,105,214,113,240,274
ENSMUSG00000036023,Parp2,320,394,357,523,437
ENSMUSG00000036026,Tmem63b,684,1913,1290,1545,1602
ENSMUSG00000036027,1810046K07Rik,0,0,0,8,15
ENSMUSG00000036030,Prtg,38,13,105,37,32
ENSMUSG00000036036,Zfp57,30,95,57,66,18
ENSMUSG00000036040,Adamtsl2,23,7,42,15,15
ENSMUSG00000036045,Gm12221,0,0,3,0,0
ENSMUSG00000036046,5031439G07Rik,1063,2167,1020,1038,1513
ENSMUSG00000036052,Dnajb5,242,347,238,247,182
ENSMUSG00000036053,Fmnl2,1539,1088,1662,893,1034
ENSMUSG00000036054,Sugp2,517,674,488,356,515
ENSMUSG00000036057,Ptpn23,1639,1972,1682,1436,1893
ENSMUSG00000036061,Smug1,86,103,164,88,167
ENSMUSG00000036062,Phf24,38,9,9,22,4
ENSMUSG00000036067,Slc2a6,4,48,3,0,8
ENSMUSG00000036073,Galt,238,458,226,254,203
ENSMUSG00000036078,Sigmar1,365,273,354,472,285
ENSMUSG00000036083,Slc17a3,0,0,0,0,0
ENSMUSG00000036086,Zranb3,320,304,197,240,434
ENSMUSG00000036087,Slain2,1885,1974,2167,1843,2237
ENSMUSG00000036091,Hyal3,298,144,179,167,125
ENSMUSG00000036093,Arl5a,911,961,1492,1328,1907
ENSMUSG00000036095,Dgkb,60,39,45,88,18
ENSMUSG00000036097,Fam178a,1405,1334,1210,1117,1325
ENSMUSG00000036098,Myrf,19,70,12,37,18
ENSMUSG00000036099,Vezt,469,596,500,624,746
ENSMUSG00000036103,Colec12,41,46,63,80,15
ENSMUSG00000036104,Rab3gap1,1454,2005,1240,1277,1499
ENSMUSG00000036106,Prr5,71,62,48,73,54
ENSMUSG00000036109,Mbnl3,722,643,963,1212,1442
ENSMUSG00000036110,Slc17a2,0,0,0,0,0
ENSMUSG00000036111,Lmo1,625,31,1014,762,295
ENSMUSG00000036112,Metap2,2379,3292,2708,3938,4758
ENSMUSG00000036114,Rpp25l,34,29,66,59,61
ENSMUSG00000036117,Il5,8,9,0,0,4
ENSMUSG00000036120,Rfxank,294,245,286,305,370
ENSMUSG00000036123,Slc9a3,12,5,0,0,4
ENSMUSG00000036131,Frmd7,12,3,21,22,15
ENSMUSG00000036136,Fam110c,186,594,214,769,1073
ENSMUSG00000036138,Acaa1a,744,844,681,668,949
ENSMUSG00000036139,Hoxc9,23,5,0,0,4
ENSMUSG00000036144,Meox2,179,64,81,247,22
ENSMUSG00000036151,Tm6sf2,19,27,3,8,11
ENSMUSG00000036155,Mgat5,904,2531,1219,2147,3200
ENSMUSG00000036158,Prickle1,997,247,1008,980,1687
ENSMUSG00000036160,Surf6,350,259,292,305,380
ENSMUSG00000036162,Fam219aos,67,21,75,37,0
ENSMUSG00000036167,Pphln1,748,596,1118,1168,1371
ENSMUSG00000036168,Ccdc38,171,195,176,428,299
ENSMUSG00000036169,Sostdc1,138,37,993,784,437
ENSMUSG00000036172,Cd200r3,0,0,0,0,0
ENSMUSG00000036180,Gatad2a,1844,3240,2081,2503,3583
ENSMUSG00000036181,Hist1h1c,2297,3199,2099,3445,3161
ENSMUSG00000036185,Sapcd1,45,13,27,37,11
ENSMUSG00000036186,Fam69b,75,50,99,88,72
ENSMUSG00000036188,Ankmy2,458,382,669,508,537
ENSMUSG00000036192,Rorb,34,48,18,59,32
ENSMUSG00000036196,Slc26a8,30,46,12,8,8
ENSMUSG00000036197,Gxylt1,1141,1285,839,929,1446
ENSMUSG00000036198,Arhgap36,0,0,0,0,0
ENSMUSG00000036199,Ndufa13,350,415,274,399,462
ENSMUSG00000036202,Rif1,2290,2118,2523,2285,3146
ENSMUSG00000036206,Sh3bp4,911,2668,901,849,1502
ENSMUSG00000036208,Nepro,394,528,485,682,664
ENSMUSG00000036211,Hist1h1t,4,5,6,0,8
ENSMUSG00000036214,Znrd1as,15,9,57,51,15
ENSMUSG00000036216,Leap2,41,48,27,8,47
ENSMUSG00000036218,Pdzrn4,0,0,0,0,0
ENSMUSG00000036223,Ska1,0,7,6,102,143
ENSMUSG00000036225,Kctd1,1201,708,1412,958,1492
ENSMUSG00000036231,Agr3,0,3,3,0,4
ENSMUSG00000036241,Ube2r2,1833,2272,2544,2662,2742
ENSMUSG00000036242,3632451O06Rik,272,21,128,95,43
ENSMUSG00000036244,Tbc1d21,0,0,0,0,0
ENSMUSG00000036246,Gmip,212,255,125,146,249
ENSMUSG00000036249,Rbm43,290,312,381,312,306
ENSMUSG00000036251,Trpm8,0,0,0,0,0
ENSMUSG00000036256,Igfbp7,1833,612,3430,3162,526
ENSMUSG00000036257,Pnpla8,1825,2303,1879,1690,2152
ENSMUSG00000036264,Fstl4,0,5,3,8,18
ENSMUSG00000036270,Edc4,1264,992,1154,1067,1169
ENSMUSG00000036273,Lrrk2,933,44,669,573,228
ENSMUSG00000036275,9530068E07Rik,2914,3119,4283,3844,3644
ENSMUSG00000036278,Macrod1,238,195,292,102,235
ENSMUSG00000036281,Snapc4,643,423,497,196,409
ENSMUSG00000036282,Naa30,1023,920,1151,1045,1208
ENSMUSG00000036285,Noa1,394,284,467,407,576
ENSMUSG00000036291,Ap5m1,324,528,425,392,419
ENSMUSG00000036292,Gramd1c,231,150,176,131,167
ENSMUSG00000036295,Lrrn3,56,13,63,22,4
ENSMUSG00000036298,Slc2a13,707,15,800,189,36
ENSMUSG00000036299,BC031181,695,877,535,697,728
ENSMUSG00000036304,Zdhhc23,27,15,30,30,86
ENSMUSG00000036305,Rpl39-ps,197,150,200,312,139
ENSMUSG00000036306,Lzts1,64,11,119,167,32
ENSMUSG00000036309,Skp1a,4014,3840,4173,4888,4528
ENSMUSG00000036315,Znrd1,160,206,167,182,174
ENSMUSG00000036322,H2-Ea-ps,41,19,24,182,32
ENSMUSG00000036323,Srp72,2115,3548,2818,3554,4521
ENSMUSG00000036327,Qsox2,276,278,351,254,366
ENSMUSG00000036330,Slc18a1,12,46,15,37,15
ENSMUSG00000036333,Kidins220,2714,3468,3171,2677,3320
ENSMUSG00000036334,Igsf10,4334,115,3855,1458,597
ENSMUSG00000036339,Tmem260,357,464,541,566,554
ENSMUSG00000036352,Ubac1,283,200,336,436,490
ENSMUSG00000036353,P2ry12,27,5,18,0,4
ENSMUSG00000036356,Csgalnact1,90,42,15,80,47
ENSMUSG00000036357,Gpr101,12,3,3,0,0
ENSMUSG00000036362,P2ry13,4,0,3,0,0
ENSMUSG00000036368,Rmdn2,231,91,310,153,111
ENSMUSG00000036371,Serbp1,8281,7533,8669,11336,11728
ENSMUSG00000036372,Tmem258,179,212,295,428,288
ENSMUSG00000036376,Abt1,220,173,220,298,405
ENSMUSG00000036377,C530008M17Rik,34,9,90,22,89
ENSMUSG00000036381,P2ry14,34,13,9,15,4
ENSMUSG00000036390,Gadd45a,866,1613,684,820,728
ENSMUSG00000036391,Sec24a,2472,2933,2518,2183,2376
ENSMUSG00000036395,Glb1l2,231,25,128,30,50
ENSMUSG00000036398,Ppp1r11,324,292,327,370,402
ENSMUSG00000036401,Glt6d1,0,0,0,0,0
ENSMUSG00000036402,Gng12,2223,4983,3023,3344,2987
ENSMUSG00000036403,Cep135,617,505,500,508,604
ENSMUSG00000036411,9530077C05Rik,82,60,42,30,79
ENSMUSG00000036412,Arsi,60,0,238,131,40
ENSMUSG00000036422,Pcdh8,4,5,3,0,8
ENSMUSG00000036427,Gpi1,3178,3532,3145,3583,4329
ENSMUSG00000036430,Tbcc,145,156,179,117,192
ENSMUSG00000036432,Siah2,874,905,628,726,782
ENSMUSG00000036435,Exoc1,759,963,877,893,1030
ENSMUSG00000036437,Npy1r,142,58,57,109,15
ENSMUSG00000036438,Calm2,8110,5955,7460,7507,7564
ENSMUSG00000036442,Thap11,231,163,304,189,270
ENSMUSG00000036446,Lum,101,85,72,262,32
ENSMUSG00000036449,Lcn8,0,0,0,0,0
ENSMUSG00000036450,Hif1an,617,758,601,530,796
ENSMUSG00000036452,Arhgap26,458,653,203,370,313
ENSMUSG00000036459,Wtip,472,158,476,233,192
ENSMUSG00000036461,Elf1,3007,6257,2678,4308,5866
ENSMUSG00000036463,4930544G11Rik,8,0,0,0,0
ENSMUSG00000036466,Megf11,205,206,84,167,135
ENSMUSG00000036469,March1,49,11,12,37,18
ENSMUSG00000036473,Tbc1d24,324,257,455,175,224
ENSMUSG00000036478,Btg1,8385,11071,4345,6455,8984
ENSMUSG00000036480,Prss56,0,0,0,0,0
ENSMUSG00000036492,Rnf39,268,130,209,131,96
ENSMUSG00000036499,Eea1,2550,2695,2220,1640,2216
ENSMUSG00000036500,Akp3,0,0,0,0,4
ENSMUSG00000036501,Fam13b,2621,2863,3032,1756,2262
ENSMUSG00000036502,Tmem255a,157,134,113,146,153
ENSMUSG00000036503,Rnf13,1246,2032,1287,1248,1151
ENSMUSG00000036504,Phpt1,179,134,238,240,249
ENSMUSG00000036510,Cdh8,0,0,0,8,0
ENSMUSG00000036513,Commd2,257,222,265,291,363
ENSMUSG00000036521,Scgb2b2,0,0,0,0,0
ENSMUSG00000036523,Greb1,90,81,69,378,128
ENSMUSG00000036526,Card11,4,0,0,22,11
ENSMUSG00000036528,Ppfibp2,357,1063,211,334,473
ENSMUSG00000036529,Sbf1,1420,1390,1463,1190,1481
ENSMUSG00000036533,Cdc42ep3,640,632,788,573,1052
ENSMUSG00000036534,Slc38a7,223,181,327,247,256
ENSMUSG00000036537,Rnf113a1,8,7,12,15,22
ENSMUSG00000036545,Adamts2,863,39,2301,327,89
ENSMUSG00000036550,Cnot1,5661,7498,6306,6528,9960
ENSMUSG00000036551,Akap14,15,19,9,37,22
ENSMUSG00000036552,Ermard,394,167,223,189,153
ENSMUSG00000036553,Sh3tc1,19,46,39,73,15
ENSMUSG00000036555,Iqce,402,345,434,320,345
ENSMUSG00000036557,Stpg4,82,35,21,8,29
ENSMUSG00000036560,Lgi4,2390,1367,1567,1400,1229
ENSMUSG00000036561,Ppp6r2,591,836,598,646,714
ENSMUSG00000036564,Ndrg4,339,76,324,73,89
ENSMUSG00000036565,Ttyh3,562,745,1192,1125,1346
ENSMUSG00000036568,Gltscr1l,1781,1375,1653,740,1119
ENSMUSG00000036570,Fxyd1,23,7,3,30,15
ENSMUSG00000036572,Upf3b,554,727,696,675,700
ENSMUSG00000036574,1700019O17Rik,0,5,0,0,0
ENSMUSG00000036578,Fxyd7,0,3,0,0,0
ENSMUSG00000036580,Spg20,840,700,975,617,498
ENSMUSG00000036585,Fgf1,4639,1135,3679,1016,487
ENSMUSG00000036586,Grifin,0,3,0,0,0
ENSMUSG00000036587,Fut7,0,0,9,8,0
ENSMUSG00000036591,Arhgap21,5984,8682,5183,3706,5774
ENSMUSG00000036594,H2-Aa,283,93,265,864,242
ENSMUSG00000036596,Cpz,0,0,3,15,4
ENSMUSG00000036598,Ccdc113,8,35,0,8,0
ENSMUSG00000036599,Chst12,279,68,532,262,111
ENSMUSG00000036602,Alx1,0,0,0,0,0
ENSMUSG00000036606,Plxnb2,4483,7728,5540,5476,5870
ENSMUSG00000036611,Eepd1,101,58,90,131,82
ENSMUSG00000036613,Tssc1,93,158,105,146,214
ENSMUSG00000036615,Rfxap,298,179,298,225,345
ENSMUSG00000036617,Etl4,3531,6499,4916,3996,5057
ENSMUSG00000036620,Mgat4b,632,239,1159,776,451
ENSMUSG00000036622,Atp13a2,859,522,1329,1067,1162
ENSMUSG00000036632,Alg5,320,212,357,370,356
ENSMUSG00000036634,Mag,15,7,3,8,0
ENSMUSG00000036636,Clcn7,394,431,565,356,302
ENSMUSG00000036639,Nudt1,19,46,30,66,111
ENSMUSG00000036641,Ccdc148,101,35,60,30,61
ENSMUSG00000036644,Tbc1d9b,1491,1379,1712,1342,1634
ENSMUSG00000036646,Man1b1,588,1086,797,835,1105
ENSMUSG00000036647,Olfr6,0,0,0,0,0
ENSMUSG00000036655,Colec11,23,11,12,22,18
ENSMUSG00000036658,Olfr11,0,0,0,0,0
ENSMUSG00000036661,Dennd3,302,421,113,167,309
ENSMUSG00000036667,Tcaf1,2494,1505,2372,1371,2046
ENSMUSG00000036672,Cenpt,138,130,122,247,274
ENSMUSG00000036676,Tmtc3,2100,1166,3076,2285,2511
ENSMUSG00000036678,Aaas,71,173,179,363,476
ENSMUSG00000036686,Cc2d1a,513,727,506,479,469
ENSMUSG00000036687,Tmem184a,1227,1484,681,660,995
ENSMUSG00000036693,Nop14,1268,965,841,805,1069
ENSMUSG00000036698,Ago2,3204,4174,4280,3228,4819
ENSMUSG00000036699,Zcchc12,34,5,24,8,29
ENSMUSG00000036707,Cab39,2531,4580,2598,3003,3977
ENSMUSG00000036712,Cyld,2416,3807,2208,1727,2028
ENSMUSG00000036718,Micall2,283,253,351,269,285
ENSMUSG00000036721,Zscan12,97,56,152,59,64
ENSMUSG00000036731,Cysrt1,4,42,9,22,15
ENSMUSG00000036733,Rbm42,688,864,735,726,853
ENSMUSG00000036737,Oxsr1,852,1250,1115,1212,1652
ENSMUSG00000036743,Psma8,0,0,0,0,4
ENSMUSG00000036744,Olfr701,0,0,0,0,0
ENSMUSG00000036745,Ttll7,56,236,110,269,238
ENSMUSG00000036748,Cuedc2,398,284,503,515,466
ENSMUSG00000036749,Pramel5,0,0,0,0,0
ENSMUSG00000036751,Cox6b1,469,749,589,813,949
ENSMUSG00000036752,Tubb4b,3200,3743,1721,2713,3047
ENSMUSG00000036760,Kcnk9,0,0,0,0,0
ENSMUSG00000036764,Dnajc12,60,897,60,283,103
ENSMUSG00000036766,Dner,0,0,0,15,15
ENSMUSG00000036768,Kif15,90,101,125,893,1389
ENSMUSG00000036769,Wdr44,744,637,812,581,487
ENSMUSG00000036770,Stpg3,79,31,15,15,11
ENSMUSG00000036775,Decr2,335,546,307,349,469
ENSMUSG00000036777,Anln,64,290,295,2212,3381
ENSMUSG00000036779,Papd5,1149,1209,1201,1096,1410
ENSMUSG00000036781,Rps27l,684,690,776,1103,963
ENSMUSG00000036782,Klhl13,212,544,271,218,412
ENSMUSG00000036790,Slitrk2,56,46,90,109,96
ENSMUSG00000036792,Mbd5,1368,1712,1567,1204,1307
ENSMUSG00000036800,Fam135b,0,7,3,117,89
ENSMUSG00000036805,Noxa1,0,0,0,0,4
ENSMUSG00000036810,Cnep1r1,525,622,580,653,668
ENSMUSG00000036813,Entpd8,0,11,3,0,0
ENSMUSG00000036814,Slc6a20a,8,5,6,8,4
ENSMUSG00000036815,Dpp10,8,3,3,15,11
ENSMUSG00000036816,Atoh7,0,0,0,0,0
ENSMUSG00000036817,Sun1,1164,1587,1136,1103,1197
ENSMUSG00000036819,Jmjd4,235,300,268,138,224
ENSMUSG00000036820,Amdhd2,93,107,75,117,79
ENSMUSG00000036822,Topors,3524,2001,3468,2561,3004
ENSMUSG00000036825,Ssx2ip,391,1291,521,769,966
ENSMUSG00000036826,Igflr1,105,76,36,30,68
ENSMUSG00000036832,Lpar3,0,3,78,247,317
ENSMUSG00000036833,Pnpla7,220,370,206,291,277
ENSMUSG00000036834,Plch1,4,21,6,30,43
ENSMUSG00000036835,Psenen,424,583,434,639,672
ENSMUSG00000036840,Siah1a,681,540,631,552,661
ENSMUSG00000036845,Lin37,138,183,110,167,150
ENSMUSG00000036850,Mrpl41,97,87,119,138,89
ENSMUSG00000036853,Mcoln3,0,0,6,15,25
ENSMUSG00000036854,Hspb6,272,130,390,196,143
ENSMUSG00000036855,Gjd4,8,0,3,0,4
ENSMUSG00000036856,Wnt4,246,3046,304,1277,615
ENSMUSG00000036858,Ptcra,0,5,0,8,0
ENSMUSG00000036860,Mrpl55,138,122,110,175,206
ENSMUSG00000036862,Dchs1,1877,101,2372,472,118
ENSMUSG00000036863,Syde2,829,444,1151,704,490
ENSMUSG00000036864,Proser3,216,191,185,146,164
ENSMUSG00000036867,Smad6,409,165,378,225,96
ENSMUSG00000036872,Abcc12,12,0,9,0,0
ENSMUSG00000036873,2410004B18Rik,320,271,262,283,299
ENSMUSG00000036875,Dna2,12,33,36,131,249
ENSMUSG00000036879,Phkb,1651,3731,1751,1567,2181
ENSMUSG00000036880,Acaa2,655,951,809,994,1428
ENSMUSG00000036882,Arhgap33,101,152,128,182,61
ENSMUSG00000036885,Arhgef26,907,1043,821,552,902
ENSMUSG00000036887,C1qa,4,3,21,37,11
ENSMUSG00000036890,Gtdc1,361,316,348,436,377
ENSMUSG00000036892,Prodh2,0,0,0,0,0
ENSMUSG00000036893,Ehmt1,1755,1566,1932,1574,1858
ENSMUSG00000036894,Rap2b,677,622,963,1357,1971
ENSMUSG00000036896,C1qc,49,11,81,167,32
ENSMUSG00000036898,Zfp157,205,109,339,167,174
ENSMUSG00000036899,Trpv5,8,3,0,0,0
ENSMUSG00000036902,Neto2,383,144,461,385,629
ENSMUSG00000036904,Fzd8,859,372,476,298,164
ENSMUSG00000036905,C1qb,45,7,60,131,43
ENSMUSG00000036907,C1ql2,0,0,0,0,0
ENSMUSG00000036908,Unc93b1,354,910,298,697,562
ENSMUSG00000036912,Piwil4,8,3,3,8,8
ENSMUSG00000036913,Trim67,0,9,3,8,8
ENSMUSG00000036915,Kirrel2,0,0,0,0,0
ENSMUSG00000036916,Zfp280c,491,481,631,610,480
ENSMUSG00000036918,Ttc7,480,606,648,566,984
ENSMUSG00000036921,4930549C01Rik,15,0,6,0,0
ENSMUSG00000036923,Stox1,34,5,60,0,0
ENSMUSG00000036924,Cst13,0,0,0,0,0
ENSMUSG00000036925,Mucl2,0,0,0,0,0
ENSMUSG00000036928,Stag3,41,11,9,37,11
ENSMUSG00000036931,Nfkbid,179,294,105,88,157
ENSMUSG00000036932,Aifm1,261,440,357,602,782
ENSMUSG00000036934,4921524J17Rik,231,189,289,262,334
ENSMUSG00000036938,Try5,0,0,0,0,4
ENSMUSG00000036940,Kdm1a,3884,3271,2791,2822,3945
ENSMUSG00000036941,Elac1,201,173,229,160,171
ENSMUSG00000036943,Rab8b,1138,930,1305,1618,1105
ENSMUSG00000036944,Tmem71,12,17,3,15,8
ENSMUSG00000036948,BC037034,86,210,170,167,150
ENSMUSG00000036949,Slc39a12,0,0,0,8,0
ENSMUSG00000036951,C130079G13Rik,0,0,0,0,0
ENSMUSG00000036955,Kif1bp,435,509,547,385,441
ENSMUSG00000036957,Lrfn3,101,46,128,30,40
ENSMUSG00000036958,Cst11,0,0,0,0,0
ENSMUSG00000036959,Bcorl1,551,485,625,312,466
ENSMUSG00000036960,Clca2,8,5,24,22,15
ENSMUSG00000036961,Wnt8b,0,0,0,0,0
ENSMUSG00000036962,Cfap221,0,5,0,0,0
ENSMUSG00000036964,Trim17,417,353,381,617,966
ENSMUSG00000036966,Spryd3,242,364,313,182,320
ENSMUSG00000036968,Cnpy4,235,249,253,283,302
ENSMUSG00000036972,Zic4,0,0,0,0,0
ENSMUSG00000036975,Tmem177,53,29,57,80,54
ENSMUSG00000036977,Anapc10,190,115,194,211,121
ENSMUSG00000036980,Taf6,387,436,535,617,643
ENSMUSG00000036983,Tfb1m,134,72,140,146,118
ENSMUSG00000036985,Zdhhc9,588,749,764,457,590
ENSMUSG00000036986,Pml,729,678,925,849,767
ENSMUSG00000036989,Trim3,361,495,494,305,359
ENSMUSG00000036990,Otud4,2940,2867,3370,2785,3729
ENSMUSG00000036992,Nxt1,101,87,131,66,143
ENSMUSG00000036995,Asap3,324,296,396,327,370
ENSMUSG00000037001,Zfp39,171,48,194,80,64
ENSMUSG00000037003,Tns2,2085,1164,1445,668,437
ENSMUSG00000037005,Xpnpep2,8,0,0,8,15
ENSMUSG00000037007,Zfp113,231,210,333,204,203
ENSMUSG00000037010,Apln,0,5,24,22,0
ENSMUSG00000037012,Hk1,1424,2707,1623,1872,1776
ENSMUSG00000037013,Ss18,1851,1509,2214,1669,2294
ENSMUSG00000037014,Sstr4,12,11,3,0,4
ENSMUSG00000037016,Frem2,521,304,1950,523,849
ENSMUSG00000037017,Zscan21,276,208,405,204,285
ENSMUSG00000037020,Wdr62,53,93,36,167,192
ENSMUSG00000037022,Mmaa,190,144,209,167,139
ENSMUSG00000037025,Foxa2,0,0,0,0,4
ENSMUSG00000037028,Gm12800,0,0,0,0,0
ENSMUSG00000037029,Zfp146,926,618,1085,581,941
ENSMUSG00000037031,Tspan15,64,175,51,117,107
ENSMUSG00000037032,Apbb1,346,111,351,146,86
ENSMUSG00000037033,Clca3b,90,111,30,117,111
